"","participant","speechrate","item","syntax","tapped","released","vowelduration","segmentAfterDuration","pause","trial","vowel","file","text"
"1",435,"fast",1,"intransitive","Not Tapped","Unreleased",0.05,0.06,0,17,"IH0","nogritfast_435_1_1.wav","If you plit, Alice will be mad."
"2",593,"fast",1,"intransitive","Not Tapped","Unreleased",0.04,0.07,0,2,"IH0","nogritfast_593_1_1.wav","If you plit, Alice will be mad."
"3",1087,"fast",1,"intransitive","Not Tapped","Unreleased",0.07,0.1,0,11,"IH0","nogritfast_1087_1_1.wav","If you plit, Alice will be mad."
"4",1111,"fast",1,"intransitive","Tapped","Unreleased",0.04,0.06,0,31,"IH0","nogritfast_1111_1_1.wav","If you plit, Alice will be mad."
"5",1139,"fast",1,"intransitive","Tapped","Unreleased",0.04,0.06,0,23,"IH0","nogritfast_1139_1_1.wav","If you plit, Alice will be mad."
"6",1278,"fast",1,"intransitive","Tapped","Unreleased",0.03,0.08,0,30,"IH0","nogritfast_1278_1_1.wav","If you plit, Alice will be mad."
"7",1281,"fast",1,"intransitive","Tapped","Unreleased",0.04,0.08,0,14,"IH0","nogritfast_1281_1_1.wav","If you plit, Alice will be mad."
"8",1283,"fast",1,"intransitive","Not Tapped","Unreleased",0.04,0.11,0,3,"IH0","nogritfast_1283_1_1.wav","If you plit, Alice will be mad."
"9",1284,"fast",1,"intransitive","Not Tapped","Unreleased",0.04,0.08,0,6,"IH0","nogritfast_1284_1_1.wav","If you plit, Alice will be mad."
"10",1287,"fast",1,"intransitive","Not Tapped","Unreleased",0.11,0.08,0,31,"IH0","nogritfast_1287_1_1.wav","If you plit, Alice will be mad."
"11",1288,"fast",1,"intransitive","Not Tapped","Unreleased",0.07,0.07,0,3,"IH0","nogritfast_1288_1_1.wav","If you plit, Alice will be mad."
"12",1296,"fast",1,"intransitive","Not Tapped","Unreleased",0.17,0.08,0,5,"IH0","nogritfast_1296_1_1.wav","If you plit, Alice will be mad."
"13",1333,"fast",1,"intransitive","Not Tapped","Unreleased",0.11,0.05,0,29,"IH0","nogritfast_1333_1_1.wav","If you plit, Alice will be mad."
"14",1334,"fast",1,"intransitive","Not Tapped","Unreleased",0.1,0.09,0,6,"IH0","nogritfast_1334_1_1.wav","If you plit, Alice will be mad."
"15",1335,"fast",1,"intransitive","Not Tapped","Unreleased",0.07,0.06,0,14,"IH0","nogritfast_1335_1_1.wav","If you plit, Alice will be mad."
"16",1336,"fast",1,"intransitive","Not Tapped","Unreleased",0.08,0.08,0,10,"IH0","nogritfast_1336_1_1.wav","If you plit, Alice will be mad."
"17",1337,"fast",1,"intransitive","Not Tapped","Unreleased",0.07,0.05,0,25,"IH0","nogritfast_1337_1_1.wav","If you plit, Alice will be mad."
"18",1338,"fast",1,"intransitive","Not Tapped","Unreleased",0.05,0.05,0,15,"IH0","nogritfast_1338_1_1.wav","If you plit, Alice will be mad."
"19",1339,"fast",1,"intransitive","Not Tapped","Released",0.08,0.06,0,1,"IH0","nogritfast_1339_1_1.wav","If you plit, Alice will be mad."
"20",1340,"fast",1,"intransitive","Not Tapped","Unreleased",0.05,0.04,0,13,"IH0","nogritfast_1340_1_1.wav","If you plit, Alice will be mad."
"21",1350,"fast",1,"intransitive","Not Tapped","Released",0.04,0.08,0,5,"IH0","nogritfast_1350_1_1.wav","If you plit, Alice will be mad."
"22",435,"fast",1,"transitive","Not Tapped","Unreleased",0.03,0.07,0,12,"IH0","nogritfast_435_1_2.wav","If you plit Alice, John will be mad. "
"23",593,"fast",1,"transitive","Not Tapped","Unreleased",0.03,0.16,0,23,"IH0","nogritfast_593_1_2.wav","If you plit Alice, John will be mad. "
"24",1087,"fast",1,"transitive","Not Tapped","Unreleased",0.04,0.2,0,8,"IH0","nogritfast_1087_1_2.wav","If you plit Alice, John will be mad. "
"25",1111,"fast",1,"transitive","Tapped","Unreleased",0.04,0.12,0,10,"IH0","nogritfast_1111_1_2.wav","If you plit Alice, John will be mad. "
"26",1139,"fast",1,"transitive","Tapped","Unreleased",0.03,0.1,0,1,"IH0","nogritfast_1139_1_2.wav","If you plit Alice, John will be mad. "
"27",1277,"fast",1,"transitive","Not Tapped","Unreleased",0.03,0.07,0,22,"IH0","nogritfast_1277_1_2.wav","If you plit Alice, John will be mad. "
"28",1278,"fast",1,"transitive","Tapped","Unreleased",0.04,0.09,0,19,"IH0","nogritfast_1278_1_2.wav","If you plit Alice, John will be mad. "
"29",1281,"fast",1,"transitive","Tapped","Unreleased",0.03,0.09,0,30,"IH0","nogritfast_1281_1_2.wav","If you plit Alice, John will be mad. "
"30",1283,"fast",1,"transitive","Tapped","Unreleased",0.05,0.09,0,15,"IH0","nogritfast_1283_1_2.wav","If you plit Alice, John will be mad. "
"31",1284,"fast",1,"transitive","Not Tapped","Unreleased",0.03,0.07,0,32,"IH0","nogritfast_1284_1_2.wav","If you plit Alice, John will be mad. "
"32",1287,"fast",1,"transitive","Tapped","Unreleased",0.05,0.26,0,22,"IH0","nogritfast_1287_1_2.wav","If you plit Alice, John will be mad. "
"33",1288,"fast",1,"transitive","Not Tapped","Unreleased",0.05,0.1,0,14,"IH0","nogritfast_1288_1_2.wav","If you plit Alice, John will be mad. "
"34",1296,"fast",1,"transitive","Tapped","Unreleased",0.06,0.1,0,18,"IH0","nogritfast_1296_1_2.wav","If you plit Alice, John will be mad. "
"35",1297,"fast",1,"transitive","Not Tapped","Unreleased",0.09,0.33,0,32,"IH0","nogritfast_1297_1_2.wav","If you plit Alice, John will be mad. "
"36",1333,"fast",1,"transitive","Not Tapped","Unreleased",0.12,0.12,0,23,"IH0","nogritfast_1333_1_2.wav","If you plit Alice, John will be mad. "
"37",1334,"fast",1,"transitive","Not Tapped","Unreleased",0.04,0.14,0,26,"IH0","nogritfast_1334_1_2.wav","If you plit Alice, John will be mad. "
"38",1335,"fast",1,"transitive","Not Tapped","Unreleased",0.03,0.1,0,23,"IH0","nogritfast_1335_1_2.wav","If you plit Alice, John will be mad. "
"39",1336,"fast",1,"transitive","Not Tapped","Unreleased",0.05,0.1,0,25,"IH0","nogritfast_1336_1_2.wav","If you plit Alice, John will be mad. "
"40",1337,"fast",1,"transitive","Not Tapped","Unreleased",0.03,0.19,0,13,"IH0","nogritfast_1337_1_2.wav","If you plit Alice, John will be mad. "
"41",1338,"fast",1,"transitive","Not Tapped","Unreleased",0.03,0.08,0,23,"IH0","nogritfast_1338_1_2.wav","If you plit Alice, John will be mad. "
